Index,Function,Use,Sharing,Reporting,Student_Type,Position_Type,Object_Type,Pre_K,Operating_Status,Object_Description,Text_2,SubFund_Description,Job_Title_Description,Text_3,Text_4,Sub_Object_Description,Location_Description,FTE,Function_Description,Facility_or_Department,Position_Extra,Total,Program_Description,Fund_Description,Text_1
156560,Instructional Materials & Supplies,Instruction,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12Operating,SUPPLIES,NaN,VOCATIONAL LABORATORY PROGRAM 9-12,NaN,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,"1,586.03",VOCATIONAL LABORATORY PROGRAM 9-12,General Fund,NaN
156941,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,SubstituteCompensation,NO_LABEL,PreK-12Operating,OTHER PERSONAL SERVICES,NaN,NaN,SUB TEACHER ALL,NaN,NaN,NaN,School,0,INST STAFF TRAINING SVCS,NaN,NaN,38.77,NaN,GENERAL FUND,NaN
156956,Extended Time & Tutoring,Instruction,School Reported,School,Special Education,Speech Therapist,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,EXTRA DUTY PAY-INSTRUCTIONAL,NaN,NaN,S/L PATHOLOGIST,NaN,NaN,NaN,School,NaN,EXCEPTIONAL,NaN,NaN,55.60,NaN,GENERAL FUND,SATURDAY SCHOOL SAI
157004,Aides Compensation,Instruction,Shared Services,Non-School,PreK,TA,BaseSalary/Compensation,PreK,PreK-12Operating,SALARIES OF PART TIME EMPLOYEE,EARLY EDUCATION,ITEMGD PRESCHOOL PROGRAM,Reading & Writing Asst,n/a,NaN,NaN,EARLY CHILDHOOD EDUCATION,NaN,ELPA - PRESCHOOL PROG,NaN,PARAPROFESSIONAL,357.41,EARLY CHILDHOOD,NaN,REGULAR INSTRUCTION
157382,Facilities Planning,Business Services,Leadership & Management,Non-School,Unspecified,NO_LABEL,Travel&Conferences,NO_LABEL,PreK-12Operating,IN-COUNTY TRAVEL,NaN,NaN,NaN,NaN,NaN,NaN,GROWTH,NaN,"PLANNING,RES,DEV,& EVAL",NaN,NaN,615.85,NaN,GENERAL FUND,GROWTH
157671,Research & Accountability,Leadership,Leadership & Management,Non-School,Unspecified,Teacher,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Operations,"TEACHER, REGULAR",NaN,Undistributed,Extra Duty Wages,Undistributed,NaN,"Guidance, Counseling And Evaluation Services",Research And Evaluation,TEACHER BACHELOR,260.48,Undistributed,General Operating Fund,EXTENDED YEAR
157714,Other Compensation,Instruction,School Reported,School,Unspecified,Non-Position,Rent/Utilities,NO_LABEL,PreK-12Operating,SUNDAY PAY,PUBLIC UTILITIES,LOCAL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ADDITIONAL GROSS PAY,"14,646.42",NON-INSTRUCTIONAL SUPPORT SERVICES,LOCAL FUND,NaN
157869,Instructional Materials & Supplies,Instruction,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12Operating,SUPPLIES,NaN,KINDERGARTEN,NaN,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,-501.60,KINDERGARTEN,General Fund,NaN
158393,Teacher Compensation,Instruction,School Reported,School,Poverty,Teacher,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,NaN,FEDERAL GDPG FUND,"Teacher, Elementary",Regular,NaN,NaN,NaN,NaN,TITLE I - READING RECOVERY,NaN,PROFESSIONAL-INSTRUCTIONAL,50.94,GENERAL ELEMENTARY EDUCATION,NaN,REGULAR INSTRUCTION
158415,Human Resources,NO_LABEL,Leadership & Management,Non-School,NO_LABEL,NO_LABEL,Travel&Conferences,NO_LABEL,PreK-12Operating,TRAVEL - EMPLOYEES,NaN,MISCELLANEOUS,NaN,NaN,NaN,NaN,ADMIN. SERVICES,NaN,SUPPORT SERVICES-CENTRAL,NaN,NaN,-219.80,Misc,General Fund,NaN
158712,Special Population Program Management & Support,ISPD,School Reported,School,Special Education,Coordinator/Manager,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,NaN,SPECIAL EDUCATION INSTRUCTION,LOCAL,"COORD,SPECIAL EDUCATION",NaN,NaN,NaN,NaN,0.5,NaN,NaN,NaN,"37,671.22",NaN,NaN,NaN
158722,Substitute Compensation,Instruction,School Reported,School,Alternative,Substitute,SubstituteCompensation,NonPreK,PreK-12Operating,Personal Services - Education Assistants,NaN,NaN,NaN,NaN,Alternative Schools Instruction,NaN,NaN,0,NaN,NaN,SUBSTITUTE TEACHER,400.36,Instruction - Regular,General Purpose School,NaN
159352,Legal,Business Services,Leadership & Management,Non-School,Unspecified,Other,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,LEGAL SERVICES,GENERAL FUND,Legal Assistant FT,n/a,NaN,NaN,SCHOOL ATTORNEY,NaN,NON-PROJECT,NaN,PROFESSIONAL-OTHER,"1,031.32",LEGAL SERVICES,NaN,GENERAL ADMINISTRATION
159452,Other Compensation,Instruction,Shared Services,School,Special Education,Other,BaseSalary/Compensation,PreK,PreK-12Operating,Personal Services - Other Personnel,NaN,NaN,NaN,NaN,Birth to Kindergarten,NaN,NaN,0,NaN,NaN,TIME CARD CERTIFIED,"25,993.96",Support - Regular Instruction,ITEMFA Schools Partnership,BIRTH TO KINDERGARTEN
159525,Physical Health & Services,Pupil Services & Enrichment,School Reported,School,Unspecified,Nurse,Benefits,NO_LABEL,PreK-12Operating,RETIREMENT CONTRIB.,NaN,GENERAL FUND,Nurse,n/a,NaN,NaN,NaN,NaN,EMPLOYEE RETIREMENT,NaN,UNDESIGNATED,748.00,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
159721,Human Resources,Business Services,Leadership & Management,Non-School,Unspecified,Other,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF PART TIME EMPLOYEE,PERSONNEL SERVICES,GENERAL FUND,Temporary Employee,n/a,NaN,NaN,HUMAN RESOURCES,NaN,NON-PROJECT,NaN,OFFICE/ADMINISTRATIVE SUPPORT,0.12,STAFF SERVICES,NaN,CENTRAL
159757,Food Services,NO_LABEL,School Reported,School,NO_LABEL,Coordinator/Manager,NO_LABEL,NO_LABEL,PreK-12Operating,NaN,NaN,NaN,Food Service Worker - Regular,NaN,NaN,NaN,NaN,0.6,NaN,NaN,FOOD SERVICE WORKER,"8,371.35",Misc,School Nutrition Service Fund,NaN
160348,Social & Emotional,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Psychologist,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,PSYCHOLOGICAL SERVICES,DISTRICT SPECIAL REVENUE FUNDS,Psychologist,n/a,NaN,NaN,PSYCHOLOGICAL SERVICES,NaN,INT OF SCL & MENTAL HLTH,NaN,PROFESSIONAL-INSTRUCTIONAL,50.56,SUPPORT SERVICES-INSTRUCTIONAL,NaN,INSTRUCTIONAL STAFF
160465,Professional Development,ISPD,School Reported,School,Unspecified,Instructional Coach,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF REGULAR EMPLOYEES,NaN,LEVY OVERRIDE,"Facilitator,Sec Humanities",Regular,NaN,NaN,NaN,0.213824,FACILITATOR,NaN,PROFESSIONAL-INSTRUCTIONAL,"15,341.25",INSTRUCT STAFF TRAINING MATH,NaN,INSTRUCTIONAL STAFF
161024,Professional Development,ISPD,Leadership & Management,Non-School,Unspecified,Principal,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF REGULAR EMPLOYEES,TIF GRANT,ARRA - STIMULUS,"Principal, Elementary",n/a,NaN,NaN,TEACHER LEARNING & LEADERSHIP,NaN,TEACHER INCENTIVE FUND (TIF),NaN,ADMINISTRATOR,"6,575.29",SUPPORT SERVICES-INSTRUCTIONAL,NaN,INSTRUCTIONAL STAFF
161044,Legal,Business Services,Leadership & Management,Non-School,Unspecified,Non-Position,Rent/Utilities,NonPreK,PreK-12Operating,Mail/Messenger Service,NaN,Support Services - Central,NaN,NaN,NaN,Communications *,NaN,NaN,Other Supporting Services-Central *,NaN,NaN,499.46,NaN,General,LEGAL SERVICES
161182,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,SubstituteCompensation,NonPreK,PreK-12Operating,Personal Services - Substitute Teachers Certified,NaN,NaN,NaN,NaN,Regular Instruction,NaN,NaN,0,NaN,NaN,SUBSTITUTE TEACHER,354.00,Instruction - Regular,General Purpose School,NaN
162272,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Operating,SUPPLIES,NaN,SCHOOL NUTRITION SERVICE,NaN,NaN,NaN,NaN,NaN,NaN,SCHOOL NUTRITION,NaN,NaN,97.45,Misc,School Nutrition Service Fund,NaN
162731,Special Population Program Management & Support,ISPD,Leadership & Management,Non-School,Poverty,NO_LABEL,Travel&Conferences,NO_LABEL,PreK-12Operating,IN-COUNTY TRAVEL,NaN,NaN,NaN,NaN,NaN,NaN,FED COMPENSATORY ED PROG,NaN,PUPIL PERSONNEL SERVICES,NaN,NaN,195.22,NaN,FED THRU STATE-CASH ADVANCE,TITLE I DELINQUENT
162986,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF PART TIME EMPLOYEE,NaN,GENERAL FUND,"Teacher, Super Sub D/D",Regular,NaN,NaN,NaN,0.00431,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,165.03,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
163098,Special Population Program Management & Support,NO_LABEL,Shared Services,Non-School,NO_LABEL,NO_LABEL,Travel&Conferences,NO_LABEL,PreK-12Operating,TRAVEL - EMPLOYEES,NaN,MISCELLANEOUS,NaN,NaN,NaN,NaN,ADMIN. SERVICES,NaN,IMPROVEMENT OF INSTR SERV,NaN,NaN,185.61,Misc,General Fund,NaN
163181,Facilities & Maintenance,O&M,School Reported,School,Gifted,Non-Position,Equipment&EquipmentLease,NO_LABEL,PreK-12Operating,NON-CAPITAL EQUIPMENT,NaN,GENERAL FUND,(blank),Regular,NaN,NaN,NaN,NaN,STATE - GIFTED AND TALENTED,NaN,UNDESIGNATED,708.59,GIFTED AND TALENTED,NaN,REGULAR INSTRUCTION
163328,Enrichment,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Club Advisor/Coach,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,ATHLETICS,PUPIL ACTIVITY FUND,Asst Coach,n/a,NaN,NaN,ATHLETICS & STUDENT ACTIVITIES,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,NaN,MALE ATHLETICS/SPORTS ACTIVITI,NaN,COCURRICULAR ED/ACTIVITIES
163600,Student Transportation,O&M,Shared Services,Non-School,Special Education,Other,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF PART TIME EMPLOYEE,TRANSPORTATION,GENERAL FUND,Bus Driver Less than,n/a,NaN,NaN,GARAGE,0.301585,NON-PROJECT,NaN,"CRAFTS, TRADES, AND SERVICES","9,967.91",TRANSPORTATION-OPERATIONS,NaN,STUDENT TRANSPORTATION
163711,Professional Development,ISPD,School Reported,School,At Risk,Instructional Coach,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Training And Recruiting,SKILLS SPECIALIST,NaN,NaN,Extra Duty Wages,School,NaN,Curriculum Development And Instructional Staff...,Instruction And Curriculum,TEACHER MASTER,"1,044.13",Accelerated Education,Esea Title Ii Part A Teacher & Principal Training,MISCELLANEOUS
163840,Aides Compensation,Instruction,School Reported,School,ELL,TA,BaseSalary/Compensation,PreK,PreK-12Operating,SALARIES OF PART TIME EMPLOYEE,NaN,ITEMGD PRESCHOOL PROGRAM,Early Childhood Education,Regular,NaN,NaN,NaN,0.854762,ELPA - PRESCHOOL PROG,NaN,PARAPROFESSIONAL,"18,719.23",EARLY CHILDHOOD,NaN,REGULAR INSTRUCTION
164055,Security & Safety,O&M,School Reported,School,Unspecified,School Monitor/Security,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Extra Duty Pay/Overtime For Support Personnel,NaN,High School,SECURITY OFFICER TEMP,NaN,NaN,Extra Duty Pay/Overtime For Support Personnel,School,NaN,Security And Monitoring Services,NaN,POLICE TEMP,149.68,Undistributed,Campus Activity Funds,MISCELLANEOUS
164232,Legal,Business Services,Leadership & Management,Non-School,Unspecified,Non-Position,Supplies/Materials,NO_LABEL,PreK-12Operating,SUPPLEMENTAL PERIODICALS,LEGAL SERVICES,GENERAL FUND,(blank),n/a,NaN,NaN,SCHOOL ATTORNEY,NaN,NON-PROJECT,NaN,UNDESIGNATED,753.27,LEGAL SERVICES,NaN,GENERAL ADMINISTRATION
164317,Teacher Compensation,Instruction,Shared Services,Non-School,Special Education,Teacher,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Personal Services - Other Compensation,NaN,NaN,NaN,NaN,Special Education Instruction,NaN,District Wide Resources,0,NaN,NaN,Career Ladder I/Ext Learning,518.46,Instruction - SPED,General Purpose School,NaN
164774,Professional Development,ISPD,School Reported,School,At Risk,Instructional Coach,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,State Ed. Allotment,SKILLS SPECIALIST,NaN,NaN,Critical Needs Incentive,School,NaN,Instruction,All Campus Payroll,TEACHER MASTER,"3,127.39","Title I, Part A Schoolwide Activities Related...",General Operating Fund,CRITICAL NEEDS SUPPLEMENT
166286,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Operating,BONUSES,NaN,NaN,HEAD CUSTODIAN I,NaN,NaN,NaN,CHARTER,NaN,OPERATION OF PLANT,NaN,NaN,115.10,NaN,CONVERSION CHARTER SCHOOLS,CLASSIFIED CLERICAL BONUS
166352,Extended Time & Tutoring,Instruction,School Reported,School,ELL,TA,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,NaN,GENERAL FUND,ELA General Assignment,Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,253.35,GENERAL K-8 EDUCATION,NaN,REGULAR INSTRUCTION
166752,Professional Development,ISPD,Shared Services,Non-School,Unspecified,Non-Position,ContractedServices,NO_LABEL,PreK-12Operating,OTHER PURCHASED SERVICES,NaN,GENERAL FUND,(blank),n/a,NaN,NaN,LEADERSHIP DEVELOPMENT,NaN,NON-PROJECT,NaN,UNDESIGNATED,329.63,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
166859,Library & Media,Instruction,School Reported,School,Unspecified,Librarian,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,NaN,GENERAL FUND,"Teacher, Librarian Elem",Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,546.50,SCHOOL LIBRARY SERVICES,NaN,INSTRUCTIONAL STAFF
167123,Professional Development,ISPD,School Reported,School,Unspecified,Other,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Personal Services - Teachers,NaN,NaN,ATHLETIC SUPPLEMENT/DEPT CHAIR,NaN,Regular Instruction,NaN,NaN,0,NaN,NaN,CCOACH CERT TCHRACCT,314.80,Instruction - Regular,General Purpose School,NaN
167317,Other Compensation,Instruction,Shared Services,Non-School,Unspecified,Other,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Extra Duty Pay/Overtime For Support Personnel,NaN,Operations,"TRANSPORTATION,BUS DRIVERS,REG",NaN,transportation - Second Runs,Extra Duty Pay/Overtime For Support Personnel,Unallocated,NaN,Transportation,Transportation Department,BUS DRIVER,129.34,Undistributed,General Operating Fund,FIELD TRIPS
167726,Student Transportation,O&M,Shared Services,Non-School,Unspecified,Other,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Extra Duty Pay/Overtime For Support Personnel,NaN,Operations,"TRANSPORTATION,BUS DRIVERS,REG",NaN,transportation - Second Runs,Extra Duty Pay/Overtime For Support Personnel,Unallocated,NaN,Transportation,Transportation Department,BUS DRIVER,43.57,Undistributed,General Operating Fund,WAITING TIME
168729,Insurance,Business Services,School Reported,School,Unspecified,NO_LABEL,OtherNon-Compensation,NonPreK,PreK-12Operating,Insurance And Bonding Costs,NaN,NaN,NaN,NaN,NaN,Insurance And Bonding Costs,School,NaN,School Leadership,NaN,NaN,70.97,Undistributed,Campus Activity Funds,NaN
168868,Professional Development,ISPD,Shared Services,Non-School,ELL,Teacher,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,NaN,FEDERAL GDPG FUND - FY,"Teacher, Elementary",n/a,NaN,NaN,ENGLISH FOR SPEAKERS OF OTHER,NaN,TITLE III,NaN,PROFESSIONAL-INSTRUCTIONAL,35.79,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
168954,Social & Emotional,Pupil Services & Enrichment,School Reported,School,Unspecified,Guidance Counselor,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,OTHER CERTIFIED,NaN,NaN,COUNSELOR-MIDDLE,NaN,NaN,NaN,School,0.47,GUIDANCE SERVICES,NaN,NaN,"29,314.29",NaN,GENERAL FUND,NaN
169226,Professional Development,ISPD,School Reported,School,At Risk,Instructional Coach,BaseSalary/Compensation,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,State Ed. Allotment,SKILLS SPECIALIST,NaN,NaN,Salaries And Wages For Teachers And Other Prof...,School,1,Instruction,All Campus Payroll,TEACHER MASTER,"55,923.51","Title I, Part A Schoolwide Activities Related...",General Operating Fund,REGULAR PAY
169916,Other Non-Compensation,Instruction,School Reported,School,ELL,Non-Position,Supplies/Materials,PreK,PreK-12Operating,OTHER SUPPLIES,NaN,ITEMGD PRESCHOOL PROGRAM,(blank),Regular,NaN,NaN,NaN,NaN,ELPA - PRESCHOOL PROG,NaN,UNDESIGNATED,69.17,EARLY CHILDHOOD,NaN,REGULAR INSTRUCTION
170822,Physical Health & Services,NO_LABEL,School Reported,School,NO_LABEL,Nurse Aide,NO_LABEL,NO_LABEL,PreK-12Operating,NaN,NaN,NaN,Clinic Assistant,NaN,NaN,NaN,NaN,1,NaN,NaN,CLINIC ASSISTANT,"29,407.38",NURSES,General Fund,NaN
170915,School Supervision,NO_LABEL,Leadership & Management,Non-School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12Operating,SUPPLIES,NaN,MISCELLANEOUS,NaN,NaN,NaN,NaN,ADMIN. SERVICES,NaN,IMPROVEMENT OF INSTR SERV,NaN,NaN,483.98,Misc,General Fund,NaN
170957,Facilities & Maintenance,O&M,School Reported,School,Unspecified,Custodian,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,NaN,CUSTODIAL SERVICES,LOCAL,CUSTODIAN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,"48,458.68",NaN,NaN,NaN
171160,Security & Safety,NO_LABEL,Shared Services,Non-School,NO_LABEL,Area Officers,NO_LABEL,NO_LABEL,PreK-12Operating,NaN,NaN,NaN,School Resource Officer,NaN,NaN,NaN,ADMIN. SERVICES,1,NaN,NaN,RESOURCE OFFICER (NO SUB REQD),"70,142.53",Misc,General Fund,NaN
171271,Enrichment,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Club Advisor/Coach,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,ATHLETICS,PUPIL ACTIVITY FUND,Asst Coach,n/a,NaN,NaN,ATHLETICS & STUDENT ACTIVITIES,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,"3,307.13",MALE ATHLETICS/SPORTS ACTIVITI,NaN,COCURRICULAR ED/ACTIVITIES
171946,Aides Compensation,Instruction,School Reported,School,PreK,TA,Benefits,PreK,PreK-12Operating,EMPLOYEE BENEFITS,NaN,DISTRICT SPECIAL REVENUE FUNDS,Early Childhood Education,Regular,NaN,NaN,NaN,NaN,TUITION BASED - ECE,NaN,PARAPROFESSIONAL,"3,609.48",EARLY CHILDHOOD,NaN,REGULAR INSTRUCTION
171997,"Finance, Budget, Purchasing & Distribution",Business Services,Leadership & Management,Non-School,Unspecified,Non-Position,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Overtime *,NaN,Fiscal Services,NaN,NaN,NaN,Non-Certificated Salaries And Wages,NaN,NaN,Financial Accounting and Reporting Services,NaN,NaN,"1,703.83",NaN,General,ACCOUNTS PAYABLE
172128,NO_LABEL,NO_LABEL,School Reported,School,NO_LABEL,Non-Position,NO_LABEL,NO_LABEL,PreK-12Operating,SALARIES OF PART TIME EMPLOYEE,FOOD SERVICES,FOOD SERVICE FUND,Food Service Worker II,Charter,NaN,NaN,NaN,0.246993,NON-PROJECT,NaN,"CRAFTS, TRADES, AND SERVICES","4,347.13",FOOD PREPARATION/SERVING,NaN,FOOD SERVICES OPERATIONS
172873,Facilities & Maintenance,O&M,Shared Services,Non-School,Unspecified,Non-Position,OtherNon-Compensation,NO_LABEL,PreK-12Operating,MAINT MATERIALS,ITEMGG-CIO/CTO,GENERAL FUND,(blank),n/a,NaN,NaN,DEPARTMENT OF TECHNOLOGY SERVI,NaN,NON-PROJECT,NaN,UNDESIGNATED,300.40,CARE & UPKEEP OF BLDG SERVICES,NaN,OPERATION AND MAINT OF PLANT
173226,Enrichment,Pupil Services & Enrichment,School Reported,School,Unspecified,Club Advisor/Coach,BaseSalary/Compensation,NonPreK,PreK-12Operating,Personal Services - Teachers,NaN,NaN,ATHLETIC SUPPLEMENT NCERT/NFAC,NaN,Regular Instruction,NaN,NaN,0,NaN,NaN,CONT COACH N-FACULTY,"6,150.59",Instruction - Regular,General Purpose School,NaN
174804,Teacher Compensation,Instruction,School Reported,School,ELL,Teacher,OtherCompensation/Stipend,PreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Operations,"TEACHER, PRE-K BILINGUAL",NaN,NaN,Critical Needs Incentive,School,NaN,Instruction,All Campus Payroll,TEACHER BACHELOR,"4,168.41",PRE-K,General Operating Fund,CRITICAL NEEDS SUPPLEMENT
175738,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Special Education,Physical Therapist,Benefits,NO_LABEL,PreK-12Operating,EMPLOYER PD MED CONTRIBUTION,NaN,GENERAL FUND,Physical Therapist,n/a,NaN,NaN,PERSONNEL-PAID LEAVE,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,251.96,STAFF SERVICES,NaN,CENTRAL
175760,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Contracted Food Services,NaN,Community Services,NaN,NaN,NaN,Contracted Craft Or Trade Services *,NaN,NaN,Other Community Services *,NaN,NaN,"-3,323.26",NaN,Title I - Disadvantaged Children/Targeted Assi...,PARENT INVOLVEMENT
176070,Social & Emotional,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Psychologist,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,STUDENT SERVICES CHARTER SCHOO,GENERAL FUND,Psychologist,n/a,NaN,NaN,PSYCHOLOGICAL SERVICES,NaN,STUDENT SERVICES/CHARTER SCHLS,NaN,PROFESSIONAL-INSTRUCTIONAL,124.24,PSYCHOLOGICAL SERVICES,NaN,STUDENTS
176201,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,TEACHER SUBS,GENERAL FUND,"Teacher, Short Term Sub",Regular,NaN,NaN,NaN,NaN,UNALLOC BUDGETS/SCHOOLS,NaN,PROFESSIONAL-INSTRUCTIONAL,2.66,GENERAL HIGH SCHOOL EDUCATION,NaN,REGULAR INSTRUCTION
176284,Instructional Materials & Supplies,Instruction,School Reported,School,Unspecified,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12Operating,TEXTBOOKS,NaN,NaN,NaN,NaN,NaN,NaN,School,NaN,BASIC (FEFP K-12),NaN,NaN,"1,926.28",NaN,GENERAL FUND,LOCAL ALLOC SAI
176349,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Teacher Retirement,Payroll,NaN,NaN,NaN,Multilingual Dist Prof Development,Teacher Retirement,School,NaN,Instruction,Instruction And Curriculum,NaN,12.38,Accelerated Education,Title;Part A Improving Basic Programs,NaN
176676,Enrichment,Pupil Services & Enrichment,School Reported,School,Unspecified,NO_LABEL,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Miscellaneous Operating Costs,NaN,NaN,NaN,NaN,NaN,Incentives (Participatory Activity),School,NaN,Instruction,NaN,NaN,"1,175.16",Basic Educational Services,Campus Activity Funds,NaN
176858,School Administration,Leadership,School Reported,School,Unspecified,Principal,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF REGULAR EMPLOYEES,NaN,GENERAL FUND,"Principal, High School",Turnaround,NaN,NaN,NaN,0.999018,NON-PROJECT,NaN,ADMINISTRATOR,"118,826.40",SUPPORT SERVICES-SCHOOL ADMIN,NaN,SCHOOL ADMINISTRATION
176895,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,PURCH MAINT SRVCS,MAINTENANCE,CAPITAL RESERVE FUND,(blank),New/Closed Schl,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,574.17,MAINTENANCE - HVAC,NaN,OPERATION AND MAINT OF PLANT
177051,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Personal Services - Extended Contracts,NaN,NaN,NaN,NaN,Career & Technical Instruction,NaN,NaN,0,NaN,NaN,Career Ladder I/Ext Learning,"2,334.07",Instruction - CTE,General Purpose School,NaN
177443,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF PART TIME EMPLOYEE,NaN,GENERAL FUND,"Teacher, Short Term Sub",Turnaround,NaN,NaN,NaN,0.00431,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,110.49,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
